Id,Title,Body
452,Lower bounds for learning in the membership query and counterexample model,"<p>Dana Angluin (<a href=""http://www.sciencedirect.com/science/article/pii/0890540187900526"">1987</a>; <a href=""http://www.cse.iitk.ac.in/users/chitti/thesis/references/learningRegSetsFromQueriesAndCounterExamples.pdf"">pdf</a>) defines a learning model with membership queries and theory queries (counterexamples to a proposed function). She shows that a regular language that is represented by a minimal DFA of $n$ states is learnable in polynomial time (where the proposed functions are DFAs) with $O(mn^2)$ membership-queries and at most $n−1$ theory-queries ($m$ is the size of the largest counter-example provided by the tutor). Unfortunately, she does not discuss lower bounds.</p>

<p>We can generalize the model slightly by assuming a magical tutor that can check equality between arbitrary functions and provide counterexamples if different. Then we can ask how hard it is to learn classes bigger than regular languages. I am interested in this generalization and the original restriction to regular languages.</p>

<p><strong>Are there any known lower bounds on the number of queries in the membership and counterexample model?</strong></p>

<p>I am interested in lower bounds on the number of membership queries, theory queries, or trade-offs between the two. I am interested in lower-bounds for any class of functions, even for more complicated classes than regular languages.</p>

<p>If there are no lower-bounds: <strong>Are there known bariers to proving query lower bounds in this model?</strong></p>

<hr>

<h3>Related questions</h3>

<p><a href=""http://cs.stackexchange.com/q/118/55"">Are there improvements on Dana Angluin's algorithm for learning regular sets</a></p>
"
453,Evaluate math expression in string? (NSString),"<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""http://stackoverflow.com/questions/4892152/what-is-a-fast-c-or-objective-c-math-parser"">What is a fast C or Objective-C math parser?</a>  </p>
</blockquote>



<p>I have a NSString which represents a calculation eg. <code>@""(10+10)*2""</code> and I want to evaluate the string as if it was actually something like this;</p>

<pre><code>double result = (10+10)*2;
</code></pre>

<p>What is the most straightforward approach to take in iOS?</p>
"
454,Numpy Install Mac Osx Python,"<p>So I am using python for my Linear Algebra course for programming. For the tools we need I am trying to install NumPy. I used this website to guide me through the installation process.
<a href=""http://math.berkeley.edu/~shaowei/python.html"" rel=""nofollow"">http://math.berkeley.edu/~shaowei/python.html</a>
I followed these steps:
1. Already had Python 2.7 installed</p>

<ol>
<li>Nose</li>
</ol>

<p>Nose is needed for running tests within Python. The website is at <a href=""http://readthedocs.org/docs/nose/en/latest/"" rel=""nofollow"">http://readthedocs.org/docs/nose/en/latest/</a>. </p>

<p>Click on the ""Download"" link on the right sidebar, and click on the folder to the latest version of Nose. For me, it led me to the folder <a href=""http://pypi.python.org/pypi/nose/1.1.2"" rel=""nofollow"">http://pypi.python.org/pypi/nose/1.1.2</a>. </p>

<p>Download the ""tar.gz"" file you see there. Unpack the file.</p>

<p>From Terminal, navigate into the folder you just unpacked and type ""python setup.py install"".
3. NumPy</p>

<p>NumPy is a python package for mathematical computations.</p>

<p>I started from the links on <a href=""http://www.scipy.org/Installing_SciPy/Mac_OS_X"" rel=""nofollow"">http://www.scipy.org/Installing_SciPy/Mac_OS_X</a> and eventually arrived at the SourceForge download site <a href=""http://sourceforge.net/projects/numpy/files/NumPy/1.6.1/"" rel=""nofollow"">http://sourceforge.net/projects/numpy/files/NumPy/1.6.1/</a>.</p>

<p>From there, I chose the Mac OS X installer ""numpy-1.6.1-py2.7-python.org-macosx10.3.dmg"". </p>

<p>From Python, run the following test to make sure NumPy is correctly installed.</p>

<pre><code>&gt;&gt;&gt; import numpy as np
&gt;&gt;&gt; np.test('full')
</code></pre>

<p>When I went to Idle and typed in</p>

<pre><code>&gt;&gt;&gt; import numpy as np
</code></pre>

<p>This is the error I received:</p>

<pre><code>Traceback (most recent call last):
  File ""&lt;string&gt;"", line 1, in &lt;module&gt;
  File ""/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/site-packages/numpy/__init__.py"", line 137, in &lt;module&gt;
    import add_newdocs
  File ""/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/site-packages/numpy/add_newdocs.py"", line 9, in &lt;module&gt;
    from numpy.lib import add_newdoc
  File ""/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/site-packages/numpy/lib/__init__.py"", line 4, in &lt;module&gt;
    from type_check import *
  File ""/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/site-packages/numpy/lib/type_check.py"", line 8, in &lt;module&gt;
    import numpy.core.numeric as _nx
  File ""/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/site-packages/numpy/core/__init__.py"", line 5, in &lt;module&gt;
    import multiarray
ImportError: dlopen(/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/site-packages/numpy/core/multiarray.so, 2): no suitable image found.  Did find:
    /Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/site-packages/numpy/core/multiarray.so: no matching architecture in universal wrapper
</code></pre>

<p>I also tried it from the terminal and got the same error. I have a virtual environment installed - virtual env wrapper. I called the environment in the terminal by: </p>

<pre><code>source my_new_env/bin/activate
</code></pre>

<p>And then I tried to import numpy in the terminal that way, but then I got the error:</p>

<pre><code>(my_new_env)Megans-MacBook-Pro:~ MeganRCunninghan$ sudo python  -c 'import numpy; numpy.test()'
Traceback (most recent call last):
  File ""&lt;string&gt;"", line 1, in &lt;module&gt;
ImportError: No module named numpy
(my_new_env)Megans-MacBook-Pro:~ Me
</code></pre>

<p>I am not sure if I installed NumPy incorrectly or if my virtual environment is conflicting with Nose. If anyone has suggestions let me know!</p>
"
455,rbind 2 vectors of different lengths by their names,"<p>I have 2 vectors of different lengths:</p>

<pre><code>vec1 &lt;- rnorm(18, mean = 0.0018, sd = 0.0001)
names(vec1) &lt;- c(""CSF"", ""D10"", ""D13"", ""D16"", ""D18"", ""D1"", ""D21"", ""D22"", ""D3"", ""D5"", ""D7"", ""D8"", ""FGA"", ""PD"", ""PE"", ""TH"", ""TP"", ""vWA"")

vec2 &lt;- rnorm(20, mean = 0.0022, sd = 0.0002)
names(vec2) &lt;-  c(""CSF"", ""D10"", ""D12"", ""D13"", ""D16"", ""D18"", ""D19"", ""D1"", ""D21"", ""D22"", ""D2"", ""D2S"", ""D3"", ""D5"", ""D7"", ""D8"", ""FGA"", ""TH"", ""TP"", ""vWA"") 
</code></pre>

<p>I need to rbind these vectors by their names. When a name in one vector does not exist in the other, that should produce an NA.</p>

<p>Is there a simple way to do that?</p>
"
456,Use scipy.integrate.quad to integrate complex numbers,"<p>I'm using right now the scipy.integrate.quad to successfully integrate some real integrands. Now a situation appeared that I need to integrate a complex integrand. quad seems not be able to do it, as the other scipy.integrate routines, so I ask: is there any way to integrate a complex integrand using scipy.integrate, without having to separate the integral in the real and the imaginary parts? </p>

<p>Thanks.</p>
"
457,List of Defined Variables in R,"<p>I'm using R in linux, command line only.</p>

<p>Coming back to a project after some time, I have forgotten the variable names I used, and the R command history doesn't contain them. </p>

<p>I seem to remember there being a command which lists all user defined variables, but don't remember what it is, and cannot find it on the web.</p>

<p>How can I list all the user defined variables in R?</p>
"
458,compute means of a group by factor,"<p>Is there a way that this can be improved, or done more simply?</p>

<pre><code>means.by&lt;-function(data,INDEX){
  b&lt;-by(data,INDEX,function(d)apply(d,2,mean))
  return(structure(
    t(matrix(unlist(b),nrow=length(b[[1]]))),
      dimnames=list(names(b),col.names=names(b[[1]]))
  ))
}
</code></pre>

<p>The idea is the same as a SAS MEANS BY statement.  The function 'means.by' takes a data.frame and an indexing variable and computes the mean over the columns of the data.frame for each set of rows corresponding to the unique values of INDEX and returns a new data frame with with the row names the unique values of INDEX.</p>

<p>I'm sure there must be a better way to do this in R but I couldn't think of anything.</p>
"
459,Convert little endian string to integer,"<p>I have read samples out of a wave file using the wave module, but it gives the samples as a string, it's out of wave so it's little endian (for example, '`\x00').</p>

<p>What is the easiest way to convert this into a python integer, or a numpy.int16 type? (It will eventually become a numpy.int16, so going directly there is fine).</p>

<p>Code needs to work on little endian and big endian processors.</p>
"
460,bar width in ggplot2 geom_bar,"<p>I am trying to produce plots with a loop.</p>

<pre><code>l1&lt;-factor(rep(letters,4))
n1&lt;-abs(rnorm(104))*10000
b1&lt;-rep(c(""1"",""2"",""3"",""4"",""5"",""6"",""7"",""8""),c(2,2,11,24,11,20,33,1))
k1&lt;-rep((rep(c(""A"",""B"",""C"",""D""),c(2,3,4,4))),8)
my.df&lt;-data.frame(l1,b1,k1,n1)                            #make a dataframe

names(my.df)&lt;-c(""letter"",""branch"",""ltrtype"",""number"")     #factor names
library(ggplot2)

branch.list&lt;-unique(my.df$branch)
sayi&lt;-length(branch.list)                                 # list of factor:letters

for (i in 1:sayi) {

branch.iter&lt;-branch.list[i]
my.df.plot&lt;-subset(my.df,my.df$branch==branch.iter,drop=T)

my.df.plot$branch&lt;-factor(my.df.plot$branch)               #So that unused levels don't show up
my.df.plot$letter&lt;-factor(my.df.plot$letter)               #So that unused levels don't show up
my.df.plot$ltrtype&lt;-factor(my.df.plot$ltrtype)             #So that unused levels don't show up
my.df.plot$number&lt;-as.numeric(as.character(my.df.plot$number))
my.df.plot&lt;-data.frame(my.df.plot)

myfilename&lt;-paste(branch.iter,"".jpeg"",sep="""")
jpeg(file=myfilename)

cizim&lt;-ggplot(my.df.plot,aes(letter,number,fill=ltrtype))
cizim&lt;-cizim + geom_bar(width = 1, position = ""fill"", binwidth = 1) +     facet_grid(ltrtype~.)
cizim&lt;-cizim + opts(title=branch.iter)

print(cizim)
dev.off()

}
</code></pre>

<p>(Q1): When number of levels in x-axis change width of bars change
How can i prevent this and make bar width in every plot same?</p>

<p><img src=""http://img411.imageshack.us/i/95325388.jpg/"" alt=""alt text""></p>

<p><img src=""http://img411.imageshack.us/i/91510133.jpg/"" alt=""alt text""></p>

<p>(Q2): when i=7 R gives following warning:</p>

<pre><code>(data$ymin == 0)) warning(""Filling not well defined when ymin != 0"") : 
missing value where TRUE/FALSE needed
</code></pre>

<p>what can i do about it?</p>

<p>(Q3): Is there an easier way to drop unused levels in such a case so i don't have to use</p>

<pre><code> my.df.plot$branch&lt;-factor(my.df.plot$branch)
</code></pre>

<p>everytime?</p>

<p>Thanks</p>
"
461,calculating probability distribution,"<p>I have a simple (may be stupid) question. I want to calculate Kullback–Leibler divergence on two documents. It requires probability distribution of each document.</p>

<p>I do not know how to calculate probability for each document. Any simple answer with layman example would be much appreciated. </p>

<p>Let's say we have follow two documents:</p>

<pre><code>1 - cross validated answers are good 
2 - simply validated answers are nice
</code></pre>

<p>(wording of the documents is just bla bla to give you an example)</p>

<p>How do we calculate probabilities for these documents? </p>

<p>Let's say we add one more document:</p>

<pre><code>3 - simply cross is not good answer
</code></pre>

<p>If we add another document then how would it impact probability distribution? </p>

<p>Thanks</p>
"
462,"Read tab delimited file with unusual characters, then write an exact copy","<h2>The problem</h2>

<p>I have a tab delimited input file that looks like so:</p>

<pre><code>Variable [1]    Variable [2]
111    Something
Nothing    222
</code></pre>

<p>The first row represents column names and the two next rows represents column values. As you can see, the column names includes both spaces and some tricky signs.</p>

<p>Now, what I want to do is to import this file into R and then output it again to a new text file, making it look exactly the same as the input. For this purpose I have created the following script (assuming that the input file is called ""Test.txt""):</p>

<pre><code>file &lt;- ""Test.txt""
x &lt;- read.table(file, header = TRUE, sep = ""\t"")
write.table(x, file = ""TestOutput.txt"", sep = ""\t"", col.names = TRUE, row.names = FALSE)
</code></pre>

<p>From this, I get an output that looks like this:</p>

<pre><code>""Variable..1.""  ""Variable..2.""
""1""    ""111""    ""Something""
""2""    ""Nothing""    ""222""
</code></pre>

<p>Now, there are a couple of problems with this output.</p>

<ol>
<li>The ""["" and ""]"" signs have been converted to dots.</li>
<li>The spaces have been converted to dots.</li>
<li>Quote signs have appeared everywhere.</li>
</ol>

<p><em>How can I make the output file look exactly the same as the input file?</em></p>

<h2>What I've tried so far</h2>

<p>Regarding problem number one and two, I've tried specifying the column names through creating an internal vector, <code>c(""Variable [1]"", ""Variable [2]"")</code>, and then using the <code>col.names</code> option for <code>read.table()</code>. This gives me the exact same output. I've also tried different encodings, through the <code>encoding</code> option for <code>table.read()</code>. If I look at the internally created vector, mentioned above, it prints the variable names as they should be printed so I guess there is a problem with the conversion between the ""text -> R"" and the ""R -> text"" phases of the process. That is, if I look at the data frame created by <code>read.table()</code> without any internally created vectors, the column names are wrong.</p>

<p>As for problem number three, I'm pretty much lost and haven't been able to figure out what I should try.</p>
"
463,R filtering out a subset,"<p>I have a data.frame A
and a data.frame B which contains a subset of A</p>

<p>How can I create a data.frame C which is data.frame A with data.frame B excluded?
Thanks for your help.</p>
"
